구분,회사명,전화번호,공장대표주소,업종명,직원수,관리기관명,관리기관전화번호,생산품
개별입지,구미칠곡축산업협동조합(축산물유통센터),054-452-3854,경상북도 구미시 선기로 119 (선기동) (총 12 필지) 외 11필지,육류 도축업(가금류 제외) 외 3 종,46,경상북도 구미시청,054-480-5302,
개별입지,구미크린텍,054-462-8418,경상북도 구미시 비산로5길 12 (비산동),그 외 기타 특수목적용 기계 제조업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,구봉산업,054-474-5100,경상북도 구미시 도개면 도안로 442 (구봉정미소),곡물 도정업,5,경상북도 구미시청,054-480-5302,
개별입지,구봉정미소,054-534-5569,경상북도 구미시 옥성면 선상동로 1449,곡물 도정업,5,경상북도 구미시청,054-480-5302,
개별입지,구봉정미소,054-474-5100,경상북도 구미시 도개면 도안로 442 (구봉정미소),곡물 도정업,4,경상북도 구미시청,054-480-5302,
개별입지,구암석재,054-481-2430,경상북도 구미시 선산읍 조남로 72,기타 석제품 제조업,29,경상북도 구미시청,054-480-5302,
개별입지,그린아스콘,054-482-5200,경상북도 구미시 옥성면 산촌옥관로 8 (그린아스콘),아스팔트 콘크리트 및 혼합제품 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,그린전자,054-463-2154,경상북도 구미시 왕산로5길 14-35 (임은동),그외기타전자부품제조업,40,경상북도 구미시청,054-480-5302,
개별입지,글로벌에스지,054-481-1190,경상북도 구미시 선산읍 선상서로 340 (죽장리 글로벌테크) 외 1필지,주형 및 금형 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,글로벌테크,054-481-1190,경상북도 구미시 선산읍 선상서로 338-16,그 외 자동차용 신품 부품 제조업 외 3 종,10,경상북도 구미시청,054-480-5302,
개별입지,금강기계(주),054-463-7755,경상북도 구미시 비산로 79-9 (비산동),기타 가공 공작기계 제조업,8,경상북도 구미시청,054-480-5302,
개별입지,금강애드,054-456-6789,경상북도 구미시 경은로 36 (형곡동),오프셋 인쇄업,10,경상북도 구미시청,054-480-5302,
개별입지,금강열산업,054-455-0957,경상북도 구미시 고아읍 문성12길 29-16,그 외 기타 전기장비 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,금강인쇄출판사,054-456-6789,경상북도 구미시 임은길 23 (임은동),경 인쇄업 외 1 종,1,경상북도 구미시청,054-480-5302,
개별입지,금마산업,054-474-5935,경상북도 구미시 해평면 오상1길 28,연사 및 가공사 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,금산전자,054-472-4098,경상북도 구미시 장천면 신장2길 66 외 3필지,가정용전열기기제조업,10,경상북도 구미시청,054-480-5302,
개별입지,금산휄트,054-452-1875,경상북도 구미시 장천면 장천로 355-8,부직포 및 펠트 제조업,15,경상북도 구미시청,054-480-5302,
개별입지,금성냉장,054-461-8585,경상북도 구미시 신비로 135-4 (비산동),기타육지동물고기가공및저장처리업,3,경상북도 구미시청,054-480-5302,
개별입지,금성판금,,경상북도 구미시 비산로5안길 19-6 (비산동),자동차용 금속 압형제품 제조업 외 1 종,3,경상북도 구미시청,054-480-5302,
개별입지,금성하이텍,,경상북도 구미시 장천면 학신로 246-16,방송및무선통신기기제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,금오 절단 절곡,054-456-7567,경상북도 구미시 비산로 75 (비산동),그 외 기타 1차 철강 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,금오A.V,054-457-0758,경상북도 구미시 고아읍 원대로9길 17,"방송수신기및기타영상,음향기기제조업",8,경상북도 구미시청,054-480-5302,
개별입지,금오기계,054-461-0070,경상북도 구미시 비산로7길 9-7 (비산동),반도체제조용기계제조업,16,경상북도 구미시청,054-480-5302,
개별입지,금오기계,054-461-0070,경상북도 구미시 비산로 79-9 (비산동),기타 가공 공작기계 제조업,13,경상북도 구미시청,054-480-5302,
개별입지,금오기연,054-473-3367,경상북도 구미시 장천면 학신로 241-8,전자 응용 절삭기계 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,금오전자,054-481-7625,경상북도 구미시 고아읍 예강1길 12,운송장비 조립용 플라스틱제품 제조업 외 1 종,10,경상북도 구미시청,054-480-5302,
개별입지,금오중기정비,054-442-6969,경상북도 구미시 야은로 284 (봉곡동),건설 및 채광용 기계장비 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,금용테크,054-461-3772,경상북도 구미시 비산로7길 8-27 (비산동),주형 및 금형 제조업,8,경상북도 구미시청,054-480-5302,
개별입지,금호ENG,054-465-1668,경상북도 구미시 임은길 55-11 (임은동),"금속 문, 창, 셔터 및 관련제품 제조업",5,경상북도 구미시청,054-480-5302,
개별입지,기민전자,054-453-6021,경상북도 구미시 형곡로26길 6-35 (형곡동),"전자기 측정, 시험 및 분석기구 제조업",8,경상북도 구미시청,054-480-5302,
개별입지,기성엔지니어링,054-472-6369,"경상북도 구미시 인동가산로 442-15 (구평동, 기성엔지니어링)",주형 및 금형 제조업,18,경상북도 구미시청,054-480-5302,
개별입지,길본산업,,경상북도 구미시 고아읍 파산2길 53 (길본산업공장) (총 3 필지) 외 2필지,운송장비 조립용 플라스틱제품 제조업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,남선기공사,054-461-0114,경상북도 구미시 새마을로 194 (사곡동) (총 2 필지) 외 1필지,"금속 문, 창, 셔터 및 관련제품 제조업 외 3 종",4,경상북도 구미시청,054-480-5302,
개별입지,남양정밀,054-482-2491,경상북도 구미시 선산읍 선상서로 290-5 (총 3 필지) 외 2필지,주형 및 금형 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,남흥시스템,054-454-8800,경상북도 구미시 금오산로 37 (원평동),그외기타전자부품제조업,8,경상북도 구미시청,054-480-5302,
개별입지,녹명전자,,경상북도 구미시 선산읍 내고3길 85-38 (녹명전자) (총 3 필지) 외 2필지,기타 무선 통신장비 제조업 외 1 종,20,경상북도 구미시청,054-480-5302,
개별입지,농업회사법인 싱싱식품(주),054-476-7920,경상북도 구미시 도개면 월림4길 37,김치류 제조업 외 2 종,26,경상북도 구미시청,054-480-5302,
개별입지,농업회사법인 주식회사 해미래,054-444-2820,경상북도 구미시 봉곡북로1길 16 (봉곡동),김치류 제조업 외 1 종,9,경상북도 구미시청,054-480-5302,
개별입지,농업회사법인(주)키큰아이,054-481-6259,경상북도 구미시 선산읍 선상서로 264-22,빵류 제조업,20,경상북도 구미시청,054-480-5302,
개별입지,농업회사법인369삼주식회사,,경상북도 구미시 장천면 학신로 246-16,인삼식품 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,농업회사법인보원농업(주),054-476-0300,경상북도 구미시 선산읍 선상서로 452 외 2필지,가금류 가공 및 저장 처리업,8,경상북도 구미시청,054-480-5302,
개별입지,농업회사법인주식회사다농,054-471-9924,경상북도 구미시 송동로 42-14 (도량동),기타 과실ㆍ채소 가공 및 저장 처리업,15,경상북도 구미시청,054-480-5302,
개별입지,다산정공,054-475-1371,"경상북도 구미시 산동읍 옥계2공단로 642, 1층",그 외 기타 의료용 기기 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,다성,,"경상북도 구미시 대학로 61, 벤처관 222호 (양호동, 금오공과대학교)",그 외 기타 전자부품 제조업 외 1 종,2,경상북도 구미시청,054-480-5302,
개별입지,다솔전자,054-474-6443,경상북도 구미시 진평동 0번지 57B 3L,액정 표시장치 제조업,40,경상북도 구미시청,054-480-5302,
개별입지,다은테크,054-458-8095,경상북도 구미시 형곡동로8길 12 (형곡동),기타 무선 통신장비 제조업,1,경상북도 구미시청,054-480-5302,
개별입지,다진테크 주식회사,054-474-5654,경상북도 구미시 산동읍 부처방길 103,일반용 전기 조명장치 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,대건정보통신,054-457-8899,경상북도 구미시 고아읍 들성로15길 12-4,방송장비 제조업 외 2 종,5,경상북도 구미시청,054-480-5302,
개별입지,대경전자,054-454-0378,경상북도 구미시 고아읍 문성리 41번지,"방송수신기및기타영상,음향기기제조업",72,경상북도 구미시청,054-480-5302,
개별입지,대경정밀,054-463-8999,경상북도 구미시 신비로 188 (비산동),금속 절삭기계 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,대경화학,054-462-2377,경상북도 구미시 왕산로3길 10 (임은동),폴리스티렌 발포 성형제품 제조업 외 1 종,10,경상북도 구미시청,054-480-5302,
개별입지,대광전자,,경상북도 구미시 고아읍 신촌2길 25 (대광전자) (총 2 필지) 외 1필지,그 외 기타 플라스틱 제품 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,대구종합유리,054-471-9286,경상북도 구미시 장천면 송신로 671,안전유리 제조업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,대길전자,054-452-9470,경상북도 구미시 형곡동로 41-5 (형곡동),그외기타전자부품제조업,11,경상북도 구미시청,054-480-5302,
개별입지,대도기전사,054-463-2785,경상북도 구미시 신비로 131 (비산동) 외 2필지,그외기타전자부품제조업,0,경상북도 구미시청,054-480-5302,
개별입지,대도전자,054-464-0102,경상북도 구미시 비산로7길 38-4 (비산동),그 외 기타 전기장비 제조업,22,경상북도 구미시청,054-480-5302,
개별입지,대림전자,054-463-5090,경상북도 구미시 고아읍 문성5길 76-43 (총 2 필지) 외 1필지,유선 통신장비 제조업,30,경상북도 구미시청,054-480-5302,
개별입지,대림정밀,054-465-0160,경상북도 구미시 비산로 115-10 (비산동),주형 및 금형 제조업,41,경상북도 구미시청,054-480-5302,
개별입지,대명산업,054-473-2175,경상북도 구미시 해평면 도신로 162-34 외 1필지,건설 및 채광용 기계장비 제조업,8,경상북도 구미시청,054-480-5302,
개별입지,대명산업개발(주)구미지점,054-481-9500,경상북도 구미시 선산읍 선상서로 165-36,접착제 및 젤라틴 제조업,13,경상북도 구미시청,054-480-5302,
개별입지,대산기계,054-461-0399,경상북도 구미시 비산로7길 9 (비산동),그외기타분류안된특수목적용기계제조업,4,경상북도 구미시청,054-480-5302,
개별입지,대산섬유,054-482-3716,경상북도 구미시 선산읍 대조오목길 566-6,연사 및 가공사 제조업,8,경상북도 구미시청,054-480-5302,
개별입지,대석기계,054-461-1639,경상북도 구미시 비산로5길 29-7 (비산동),기타 가공 공작기계 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,대성,054-482-3121,경상북도 구미시 고아읍 파산2길 9,그외기타전자부품제조업,6,경상북도 구미시청,054-480-5302,
개별입지,대성산업,054-471-9442,경상북도 구미시 산동읍 임천인덕로 250-1,목재 깔판류 및 기타 적재판 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,대성산업사,054-454-9212,경상북도 구미시 도개면 신곡길 17,표면 가공 목재 및 특정 목적용 제재목 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,대성수지 산업사,054-472-0642,경상북도 구미시 장천면 신장리 76-3번지,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",0,경상북도 구미시청,054-480-5302,
개별입지,대성정밀 산업사,054-452-3538,경상북도 구미시 선기로3길 31 (남통동),주형 및 금형 제조업,20,경상북도 구미시청,054-480-5302,
개별입지,대신FA,054-462-6523,경상북도 구미시 비산로5길 18-4 (비산동),그 외 기타 특수목적용 기계 제조업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,대신기계,054-473-4010,경상북도 구미시 산동읍 성수4길 21,그외기타분류안된특수목적용기계제조업,4,경상북도 구미시청,054-480-5302,
개별입지,대아스프링,054-463-3515,경상북도 구미시 비산로 39-11 (비산동),철강선 제조업,12,경상북도 구미시청,054-480-5302,
개별입지,대양기업,054-463-9276,경상북도 구미시 비산로3길 14-28 (비산동),그외기타전자부품제조업,20,경상북도 구미시청,054-480-5302,
개별입지,대양전자,054-455-0621,경상북도 구미시 고아읍 항곡7길 32 (대양전자),그외기타전자부품제조업,24,경상북도 구미시청,054-480-5302,
개별입지,대양정공사,054-462-2114,경상북도 구미시 비산로 27 (비산동),발광 다이오드 제조업 외 1 종,12,경상북도 구미시청,054-480-5302,
개별입지,대영HM,,경상북도 구미시 고아읍 이례로 26 (총 2 필지) 외 1필지,주형 및 금형 제조업 외 6 종,10,경상북도 구미시청,054-480-5302,
개별입지,대영건설(주),054-452-2195,경상북도 구미시 남통동 24번지,아스팔트 콘크리트 및 혼합제품 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,대영기업,054-451-4507,경상북도 구미시 산동읍 봉산리 918-11번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,15,경상북도 구미시청,054-480-5302,
개별입지,대영산업(주),054-452-2191,경상북도 구미시 남통동 24번지,레미콘 제조업 외 2 종,26,경상북도 구미시청,054-480-5302,
개별입지,대영수출포장공업사,054-482-2783,경상북도 구미시 고아읍 오로6길 34,골판지 제조업 외 1 종,12,경상북도 구미시청,054-480-5302,
개별입지,대영전자,054-454-5291,경상북도 구미시 장천면 묵어길 17,"방송수신기및기타영상,음향기기제조업",48,경상북도 구미시청,054-480-5302,
개별입지,대영정밀,054-463-7771,경상북도 구미시 비산로5길 29-19 (비산동),산업처리공정 제어장비 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,대왕정공,054-462-1229,경상북도 구미시 비산로3길 14-36 (비산동) (총 3 필지) 외 2필지,디지털 적층 성형기계 제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,대웅인슈텍(주),054-476-1889,경상북도 구미시 장천면 하장2길 274-19 (울트라보드),폴리스티렌 발포 성형제품 제조업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,대원플라텍,054-461-8797,경상북도 구미시 임은5길 8 (임은동),방송및무선통신기기제조업,8,경상북도 구미시청,054-480-5302,
개별입지,대진전자,054-463-0344,경상북도 구미시 신비로 180 (비산동),그외기타전자부품제조업,21,경상북도 구미시청,054-480-5302,
개별입지,대창엔프라,054-473-0845,경상북도 구미시 장천면 하장2길 274-9,합성수지 및 기타 플라스틱 물질 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,대청전자,054-481-6528,경상북도 구미시 선산읍 동교3길 14,"방송수신기및기타영상,음향기기제조업",22,경상북도 구미시청,054-480-5302,
개별입지,대한P&P,054-473-5667,경상북도 구미시 산동읍 적림3길 112 (총 2 필지) 외 1필지,절삭가공 및 유사처리업,9,경상북도 구미시청,054-480-5302,
개별입지,대한안경사 협동조합,054-431-0207,"경상북도 구미시 야은로 37, 구미대학교 창업보육센터 타운동 103호 (부곡동, 구미1대학)",안경 및 안경렌즈 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,대한종합수지,054-462-6400,경상북도 구미시 비산로 115-2 (비산동),그 외 기타 플라스틱 제품 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,대현정공,054-464-7373,경상북도 구미시 비산로7길 39-1 (비산동),주형 및 금형 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,대호강업(주),053-557-2800,경상북도 구미시 장천면 하장2길 274-26 (경성테크),절단가공및표면처리강재생산업,16,경상북도 구미시청,054-480-5302,
개별입지,대흥공업사,054-474-0957,경상북도 구미시 장천면 신장2길 86,그외기타분류안된특수목적용기계제조업,4,경상북도 구미시청,054-480-5302,
개별입지,대흥수지,,경상북도 구미시 장천면 신장2길 86,비금속류 해체 및 선별업 외 1 종,2,경상북도 구미시청,054-480-5302,
개별입지,덕성아이비 주식회사,054-716-2310,경상북도 구미시 고아읍 오로6길 1,합성수지 및 기타 플라스틱 물질 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,덕신기계,054-464-2242,경상북도 구미시 비산동 349-1번지,기타 가공 공작기계 제조업,13,경상북도 구미시청,054-480-5302,
개별입지,덕영포장공업사,054-451-2177,경상북도 구미시 해평면 산양리 70번지,골판지 제조업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,도유ENG,054-465-1736,경상북도 구미시 오태3길 68 (오태동),그 외 기타 분류 안된 금속 가공 제품 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,돌미소,054-482-3812,경상북도 구미시 옥성면 옥관구평길 40,기타 석제품 제조업,0,경상북도 구미시청,054-480-5302,
개별입지,동경전자,054-464-7200,경상북도 구미시 수출대로 9-1 (광평동),그외기타전자부품제조업,8,경상북도 구미시청,054-480-5302,
개별입지,동경정밀,054-461-4489,경상북도 구미시 비산로 39-6 (비산동),주형 및 금형 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,동도전자,054-464-4117,경상북도 구미시 비산로5길 29-11 (비산동),그외기타전자부품제조업,23,경상북도 구미시청,054-480-5302,
개별입지,동서전자,054-481-3659,경상북도 구미시 선산읍 동교길 12,"방송수신기및기타영상,음향기기제조업",96,경상북도 구미시청,054-480-5302,
개별입지,동서테크 1,054-481-5050,경상북도 구미시 선산읍 성황5길 6,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",3,경상북도 구미시청,054-480-5302,
개별입지,동신전자,054-482-2880,경상북도 구미시 선산읍 김선로 573,방송및무선통신기기제조업,4,경상북도 구미시청,054-480-5302,
개별입지,동신전자,054-451-4948,경상북도 구미시 개화2길 14 (도량동),그외기타전자부품제조업,23,경상북도 구미시청,054-480-5302,
개별입지,동아 인쇄기획,054-456-0694,경상북도 구미시 역전로 33 (원평동),경 인쇄업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,동아중기종합정비,054-474-8228,경상북도 구미시 산동읍 강동로 902-8,건설 및 채광용 기계장비 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,동영수지 공업사,054-461-4595,경상북도 구미시 신평동 142-5번지,플라스틱 필름 제조업 외 1 종,27,경상북도 구미시청,054-480-5302,
개별입지,동영전자,054-473-8257,경상북도 구미시 인동가산로 510-18 (신동),그외기타전자부품제조업,8,경상북도 구미시청,054-480-5302,
개별입지,동원전자,054-474-9229,경상북도 구미시 도개면 신곡길 11,인쇄회로판제조업,52,경상북도 구미시청,054-480-5302,
개별입지,동진 M&W,070-8832-4338,"경상북도 구미시 상사서로 182, 3층 (사곡동)",그 외 기타 전자부품 제조업 외 1 종,24,경상북도 구미시청,054-480-5302,
개별입지,동천수지 2공장,,경상북도 구미시 장천면 장군로 216-51 (동천수지),비금속류 해체 및 선별업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,동화산업(주),054-481-7991,경상북도 구미시 선산읍 선상서로 165-36,접착제 및 젤라틴 제조업,29,경상북도 구미시청,054-480-5302,
개별입지,두레전자(주),,경상북도 구미시 형곡동로 69 (형곡동),,20,경상북도 구미시청,054-480-5302,
개별입지,두성전자,054-457-4335,경상북도 구미시 형곡서로1길 22 (형곡동),그외기타전자부품제조업,23,경상북도 구미시청,054-480-5302,
개별입지,두영FA,054-462-1488,경상북도 구미시 비산로3길 41-1 (비산동),배전반 및 전기 자동제어반 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,드림에스엔피,054-463-3426,"경상북도 구미시 상사동로 98-1, 1층 2호 (사곡동)",경 인쇄업 외 1 종,3,경상북도 구미시청,054-480-5302,
개별입지,라씨(LASEE),054-472-8279,경상북도 구미시 대학로 61 (양호동) 금오공과대학교 112호,기기용 자동측정 및 제어장치 제조업 외 1 종,6,경상북도 구미시청,054-480-5302,
개별입지,로얄무선통신,054-456-4444,경상북도 구미시 구미중앙로 298 (송정동),방송장비 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,만능정밀엔지니어링,054-465-0763,경상북도 구미시 고아읍 송림2길 14 (한창운수사옥),절삭가공 및 유사처리업,2,경상북도 구미시청,054-480-5302,
개별입지,매직테크,054-462-0591,경상북도 구미시 비산로3길 19-2 (비산동),운송장비 조립용 플라스틱제품 제조업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,멀티산업,054-471-0923,경상북도 구미시 산동읍 동백로 257-7 (산동읍 동곡리 45-2 창고시설 (김무권)),기타 플라스틱 발포 성형제품 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,멘토,070-4203-1982,"경상북도 구미시 형곡중앙로 10, 동우콤비 1층 30호 (형곡동)",무기 및 총포탄 제조업 외 17 종,7,경상북도 구미시청,054-480-5302,
개별입지,명성수지,054-976-8339,경상북도 구미시 장천면 신장2길 82-6 (명성수지공장) (총 3 필지) 외 2필지,비금속류 해체 및 선별업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,명성정밀,054-461-5455,경상북도 구미시 상모동 303-5번지,금속 단조제품 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,명지화학,,경상북도 구미시 고아읍 원대로 354,운송장비 조립용 플라스틱제품 제조업 외 1 종,14,경상북도 구미시청,054-480-5302,
개별입지,모빌링크텔레콤(주),054-470-8710,경상북도 구미시 산동읍 신당리 292-3번지 외 3필지 외 3필지,그 외 기타 플라스틱 제품 제조업 외 1 종,170,경상북도 구미시청,054-480-5302,
개별입지,몰드피아,054-461-8301,"경상북도 구미시 비산로5안길 19 (비산동, 한국정밀)",주형 및 금형 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,무을농업협동조합,054-481-9200,경상북도 구미시 무을면 무을들길 207 (무을면 원리 8320000 공장 (무을농업협동조) 외 1필지,배합 사료 제조업 외 1 종,11,경상북도 구미시청,054-480-5302,
개별입지,문경건설기계,054-473-9658,경상북도 구미시 장천면 학신로 239,산업용 트럭 및 적재기 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,미래상사,053-457-0805,경상북도 구미시 형곡로 126 (형곡동),시계 및 시계부품 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,미래종합기공,054-471-0227,경상북도 구미시 산동읍 성수4길 44,엘리베이터및컨베이어장치제조업,7,경상북도 구미시청,054-480-5302,
개별입지,미르메카텍,,경상북도 구미시 선산읍 김선로 600-16 (총 2 필지) 외 1필지,기타 가공 공작기계 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,미산산업,054-473-4489,경상북도 구미시 산동읍 신당리 274-1번지,절삭가공 및 유사처리업,4,경상북도 구미시청,054-480-5302,
개별입지,미산산업건설,,경상북도 구미시 장천면 하장리 산 22-11번지,육상 금속 골조 구조재 제조업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,미성레미콘(주),054-454-8524,경상북도 구미시 고아읍 선산대로 630-10,레미콘 제조업,15,경상북도 구미시청,054-480-5302,
개별입지,미정산업,054-472-3991,경상북도 구미시 장천면 학신로 241-16,비금속류 해체 및 선별업 외 1 종,3,경상북도 구미시청,054-480-5302,
개별입지,배영제강,,경상북도 구미시 선산읍 북산리 336-6번지,금속선 가공제품 제조업,0,경상북도 구미시청,054-480-5302,
개별입지,백경수지,054-473-4816,경상북도 구미시 장천면 장천상림3길 77-7,비금속류 해체 및 선별업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,백산영농조합법인,054-451-6000,경상북도 구미시 고아읍 선산대로 711 (총 3 필지) 외 2필지,곡물 도정업,6,경상북도 구미시청,054-480-5302,
개별입지,백산푸드시스템(주),054-461-7500,경상북도 구미시 왕산로3길 26 (임은동),도시락류 제조업 외 1 종,50,경상북도 구미시청,054-480-5302,
개별입지,버던트 주식회사,054-475-9821,경상북도 구미시 산동읍 인덕1길 131 302호(경운대학교 창업보육센터),그 외 기타 플라스틱 제품 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,보림산업,054-452-9724,경상북도 구미시 산동읍 봉산리 436-1번지,컴퓨터 제조업,20,경상북도 구미시청,054-480-5302,
개별입지,보성기전1공장,054-461-5270,경상북도 구미시 비산로5길 22 (비산동),엘리베이터및컨베이어장치제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,보성기전2공장,054-461-5270,경상북도 구미시 비산로5안길 15-2 (비산동),엘리베이터및컨베이어장치제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,봉산정밀,054-462-7425,경상북도 구미시 비산로5길 8 (비산동),그외기타전자부품제조업,15,경상북도 구미시청,054-480-5302,
개별입지,부강금속,054-462-2281,경상북도 구미시 비산로5길 6 (비산동),기타 구조용 금속제품 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,부강전자,054-473-0802,경상북도 구미시 인동가산로 510-20 (신동),그외기타전자부품제조업,17,경상북도 구미시청,054-480-5302,
개별입지,부림전자,054-481-5161,경상북도 구미시 선산읍 원리 80-2번지,"방송수신기및기타영상,음향기기제조업",15,경상북도 구미시청,054-480-5302,
개별입지,부성,054-473-5164,경상북도 구미시 장천면 강동로 493-1,산업용 트럭 및 적재기 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,부영테크,054-481-0120,경상북도 구미시 고아읍 오로6길 26,그 외 기타 금속가공업,3,경상북도 구미시청,054-480-5302,
개별입지,부원정밀주식회사,054-474-6494,경상북도 구미시 해평면 월곡1길 9-15,분말 야금제품 제조업 외 2 종,8,경상북도 구미시청,054-480-5302,
개별입지,붕천산업,054-472-8942,경상북도 구미시 산동읍 성수4길 54,골판지 제조업 외 1 종,12,경상북도 구미시청,054-480-5302,
개별입지,블루웨이브텔(주),054-464-0774,경상북도 구미시 금오대로20길 41-2 (오태동),기타 무선 통신장비 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,블루웨일,054-474-4001,경상북도 구미시 대학로 61 (양호동) 벤처창업관 219호,오락 및 스포츠용 보트 건조업,4,경상북도 구미시청,054-480-5302,
개별입지,비버ENG,070-8837-4262,경상북도 구미시 고아읍 대평15길 8,농업 및 임업용 기계 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,비비엔스틸(주),054-473-8877,경상북도 구미시 장천면 여남1길 199 (장천공장) (총 5 필지) 외 4필지,육상 금속 골조 구조재 제조업 외 1 종,18,경상북도 구미시청,054-480-5302,
개별입지,비앤피시스템,054-476-9709,경상북도 구미시 산동읍 강동로 677 (비앤피시스템),전자부품 실장기판 제조업,21,경상북도 구미시청,054-480-5302,
개별입지,비에스텍,054-444-5126,경상북도 구미시 봉곡남로16길 15-22 (봉곡동),그 외 기타 전자부품 제조업 외 1 종,18,경상북도 구미시청,054-480-5302,
개별입지,빅 텍,054-473-9846,"경상북도 구미시 대학로 61, 금오공대 이오스관 410호 (양호동)","전자기 측정, 시험 및 분석기구 제조업",4,경상북도 구미시청,054-480-5302,
개별입지,사랑채 가마솥,054-453-4100,경상북도 구미시 도개면 도안로 308 외 1필지,기타 비철금속 주조업,9,경상북도 구미시청,054-480-5302,
개별입지,산동금속공업(주),054-472-8311,경상북도 구미시 산동읍 동백로 360,강주물 주조업,50,경상북도 구미시청,054-480-5302,
개별입지,삼보물산,054-472-3523,경상북도 구미시 도개면 도군로 478-23,그 외 기타 분류 안된 섬유제품 제조업,12,경상북도 구미시청,054-480-5302,
개별입지,삼양수지,054-471-7243,경상북도 구미시 장천면 신장2길 82-8 (삼양수지),비금속류 해체 및 선별업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,삼연기술,054-471-8211,경상북도 구미시 장천면 강동로 493-5,"물질 검사, 측정 및 분석기구 제조업",11,경상북도 구미시청,054-480-5302,
개별입지,삼오금형,054-472-3435,경상북도 구미시 산동읍 강동로 1126 (삼오금형공장),주형 및 금형 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,삼우산업,,경상북도 구미시 해평면 강동로 2448,기타 구조용 금속제품 제조업,20,경상북도 구미시청,054-480-5302,
개별입지,삼원수출포장,054-475-0031,경상북도 구미시 해평면 강동로 2011-1,"목재 포장용 상자, 드럼 및 유사용기 제조업",4,경상북도 구미시청,054-480-5302,
개별입지,삼익정공,054-463-9198,경상북도 구미시 비산로5길 18-4 (비산동),주형 및 금형 제조업,11,경상북도 구미시청,054-480-5302,
개별입지,삼익정공,054-463-9198,경상북도 구미시 비산로5길 18-4 (비산동),주형 및 금형 제조업,11,경상북도 구미시청,054-480-5302,
개별입지,삼인시스템,,경상북도 구미시 비산로 41 (비산동),그 외 기타 특수목적용 기계 제조업 외 1 종,3,경상북도 구미시청,054-480-5302,
