순번,회사명,대표자명,전화번호,팩스번호,공장대표주소,업종명,생산품,데이터기준일
307,토산 ENG,김여기,055-532-4840,055-536-7238,경상남도 창녕군 성산면 창한로 278 (총 4 필지) 외 3필지,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",건설용철판,2021-10-07
308,남경포장,김현수,,055-327-8102,경상남도 창녕군 성산면 대터공단길 69 외 1필지,"금속 문, 창, 셔터 및 관련제품 제조업 외 2 종",골판지,2021-10-07
309,(주)동원레미콘,옥치승,055-532-0913,041-633-0227,경상남도 창녕군 성산면 대터공단길 62 ((주)동원레미콘) (총 2 필지) 외 1필지,그 외 기타 나무제품 제조업,레미콘제조,2021-10-07
310,남양포장공업사,제갈양호,055-533-5769,070-4760-6187,경상남도 창녕군 성산면 대견월포로 175,구조용 금속 판제품 및 공작물 제조업 외 1 종,골판지상자,2021-10-07
311,대성정밀,박지초,055-532-8737,,경상남도 창녕군 성산면 구례동길 20-45,기타 종이 상자 및 용기 제조업,자동차부품(샤프트),2021-10-07
312,(주)대진에코텍,박진영,,055-532-2942,경상남도 창녕군 도천면 예리 734-1번지 외 6필지,골판지 제조업 외 1 종,각재및판재,2021-10-07
313,(주)케이티에스테크,이진연,,055-526-7002,경상남도 창녕군 도천면 바깥어만길 84-3 외 3필지,선박 구성 부분품 제조업 외 2 종,야자톱밥,2021-10-07
314,(주)세화이앤씨,이창희,055-536-7111,,경상남도 창녕군 도천면 바깥어만길 23,기타자동차부품제조업,산업용연소설비,2021-10-07
315,소금성,김대한,055-532-0028,053-719-3170,경상남도 창녕군 대합면 평지리 5-10번지 외 3필지,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","소금벽돌,소금보드",2021-10-07
316,(주)보성산업,이성민,055-532-0300,055-532-1171,경상남도 창녕군 대합면 도개1길 62-21 외 2필지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,"송풍기,배기장치",2021-10-07
317,(주)대영아스콘,장정혜,055-532-8622,055-536-4482,경상남도 창녕군 대지면 왕산리 96-11번지,"전기회로 개폐, 보호장치 제조업 외 1 종",아스콘,2021-10-07
318,(주)상원이엔씨,이호인,02-2669-2521,,경상남도 창녕군 대지면 대대효정길 136-29 외 2필지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,"선박용 문,창문,계단,난간",2021-10-07
319,(주)일진,이상봉,055-327-8101,055-532-1888,경상남도 창녕군 남지읍 남지공단길 11,기타 전기 변환장치 제조업 외 1 종,"금속, 문, 창, 셔터 및 관련 제품",2021-10-07
320,피에스산업(주),남지곤,055-533-8301,,경상남도 창녕군 고암면 간상길 292,육상 금속 골조 구조재 제조업 외 1 종,FRP탱크 및 배관환경설비,2021-10-07
321,대성ENG,박종남,055-526-7001,,경상남도 창녕군 계성면 영산계성로 556 외 3필지,설치용 및 위생용 플라스틱제품 제조업,선박계류장치외 산업기계,2021-10-07
322,일성정밀공업사,허동열,055-521-0500,055-533-0329,경상남도 창녕군 계성면 영산계성로 203,그 외 기타 전자부품 제조업 외 1 종,개폐및보호장치(마그네트 밸브 등),2021-10-07
323,삼원테크,정요원,055-533-7715,,경상남도 창녕군 창녕읍 환곡어도로 91,그 외 자동차용 신품 부품 제조업,칼라 모르타르,2021-10-07
324,(주)미래산업,정광훈,055-536-0557,055-521-2230,경상남도 창녕군 장마면 동정리 619번지,일반 제재업,금속파렛트,2021-10-07
325,대한양돈협회창녕지부 영농조합법인,하태식,,055-532-4460,경상남도 창녕군 장마면 남지장마로 589,자동차 차체용 신품 부품 제조업,유기질비료,2021-10-07
326,영농조합법인 황금농원,조준호,055-532-0629,055-536-0737,경상남도 창녕군 이방면 이방로 483 외 5필지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,감가공품,2021-10-07
327,(주)상진화력,박근영,,,경상남도 창녕군 영산면 영산월령로 438 외 1필지,산업용 난방보일러 및 방열기 제조업,산업용보일러,2021-10-07
328,대동목재,손영규,055-521-3103,055-532-3220,경상남도 창녕군 영산면 열무고개길 68,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,가공목재,2021-10-07
329,굴렁쇠스포츠산업,이정규,055-536-2064,055-533-9702,경상남도 창녕군 영산면 열무고개길 36-8,판지 상자 및 용기 제조업,"목재놀이기구,체육시설물,휴게시설물",2021-10-07
330,(주)대화포징,강대일,055-521-4590,,경상남도 창녕군 영산면 서리상촌길 307-47,선박 구성 부분품 제조업,자동차부품,2021-10-07
331,명문식품,김종숙,055-532-3733,055-532-4967,경상남도 창녕군 성산면 창한로 206-16,부직포 및 펠트 제조업,"명태포,대구포",2021-10-07
332,부곡농업협동조합,이명흔,055-536-5536,055-521-7373,경상남도 창녕군 부곡면 온정리 206-2번지 외 4필지,기타 과실ㆍ채소 가공 및 저장 처리업,친환경 도정 쌀,2021-10-07
333,하이에어공조(주),전영권,055-340-5353,053-614-7917,경상남도 창녕군 도천면 적말길 27,육상 금속 골조 구조재 제조업 외 1 종,선박 에어컨부분품,2021-10-07
334,도우미식품,하광성,055-536-0464,055-526-0310,경상남도 창녕군 도천면 예리 736-2번지 외 1필지 외 1필지,산업용 난방보일러 및 방열기 제조업 외 1 종,조미식품중간원료(H.V.P),2021-10-07
335,대원콘크리트(주),정계숙,055-521-6364,055-532-4261,경상남도 창녕군 도천면 도천리 726-17번지 외 1필지,곡물 혼합분말 및 반죽 제조업,벽돌 및 블록,2021-10-07
336,주식회사 네오필드,최재우,070-4236-3504,,경상남도 창녕군 도천면 덕곡안길 8-36,표면 가공 목재 및 특정 목적용 제재목 제조업,인조잔디,2021-10-07
337,(주)동우목재산업,남주영,055-521-2223,055-521-3103,경상남도 창녕군 도천면 논리우강길 454 외 4필지,일반 제재업,각재 등,2021-10-07
338,(주)시민,박승빈,055-536-7446,055-521-6365,경상남도 창녕군 도천면 논리덕곡길 185,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",원형덕트,2021-10-07
339,(주)현대종합철강,신경남,053-614-7900,,경상남도 창녕군 대합면 합리 1412번지,복합비료 및 기타 화학비료 제조업 외 1 종,"H빔,C형강",2021-10-07
340,(주)성림텍,김극용,055-533-9701,055-536-0465,경상남도 창녕군 대합면 장기리 1111-1번지,천연 및 혼합조제 조미료 제조업,포장박스,2021-10-07
341,영농조합법인 창녕식품,김용식,055-533-1656,,경상남도 창녕군 대합면 용산대동로 10,도시락류 제조업 외 1 종,메주,2021-10-07
342,고성산업사,이수명,055-532-1971,,경상남도 창녕군 대합면 소야모전길 117,건설 및 채광용 기계장비 제조업,튀김가루,2021-10-07
343,(주)포유모발에스피,최은숙,055-521-8585,055-532-3653,경상남도 창녕군 대합면 모지길 72 외 5필지,수산동물 냉동품 제조업,"한약추출물, 숙취해소제",2021-10-07
344,유창케미칼,성호엽,055-532-0502,,경상남도 창녕군 대합면 둔지길 29-22,곡물 도정업,폴리에틸렌필름,2021-10-07
345,(주)주영,이건수,055-532-5551,055-532-2490,경상남도 창녕군 대합면 둔지길 29-13,비내화 모르타르 제조업 외 1 종,부직포,2021-10-07
346,필드마스터(주),최태식,055-521-9461,,경상남도 창녕군 대합면 대합공단길 36-12,전동기 및 발전기 제조업,인조잔디,2021-10-07
347,효창산업,김순호,055-532-0518,055-533-0323,경상남도 창녕군 대합면 대동월포로 343-12,기타 곡물 가공품 제조업,금속 탱크류,2021-10-07
348,한빛산업,김나윤,,055-532-0630,경상남도 창녕군 대합면 경남대로 5376 (총 5 필지) 외 4필지,기타 과실ㆍ채소 가공 및 저장 처리업,재생비닐원료,2021-10-07
349,(주)디엔 [3공장],조숙희,,055-532-0503,경상남도 창녕군 대합면 경남대로 5279-22,플라스틱 필름 제조업 외 1 종,자동차 내장제,2021-10-07
350,동진산업,"신영미, 신언경",,055-521-9464,경상남도 창녕군 대지면 대지농공단지길 32,그 외 기타 플라스틱 제품 제조업,굴삭기 버켓,2021-10-07
351,(주)선진,이범권,055-532-3216,055-521-9464,경상남도 창녕군 대지면 경남대로 4897-66,그 외 기타 플라스틱 제품 제조업,선진포크,2021-10-07
352,동일식품,정경덕,055-526-4481,055-346-2902,경상남도 창녕군 남지읍 용산본동길 14,선박 구성 부분품 제조업,유부초밥,2021-10-07
353,해영사,김창주,055-532-8125,,경상남도 창녕군 남지읍 용산리 234-1번지,비금속류 해체 및 선별업 외 1 종,단무지,2021-10-07
354,(주)휠링우드,공민영,055-526-0310,055-536-8125,경상남도 창녕군 계성면 준공업단지길 41,김치류 제조업 외 1 종,"우드난방보일러,제재목",2021-10-07
355,아리랑전기주식회사,배승룡,055-714-7633,055-532-0519,"경상남도 창녕군 계성면 영산계성로 556, 아리랑전기주식회사 외 1필지",금속탱크 및 저장용기 제조업 외 1 종,태양광 모듈,2021-10-07
356,협창공업,김상년,055-532-2301,,경상남도 창녕군 창녕읍 창밀로 228,육상 금속 골조 구조재 제조업 외 1 종,부직포,2021-10-07
357,원진산업,차욱훈,055-536-1204,,경상남도 창녕군 장마면 장마고곡로 177-29 (총 2 필지) 외 1필지,열간 압연 및 압출 제품 제조업,"재생원료(PE, PP칩)",2021-10-07
358,(주)강일정밀관,문영순,,,경상남도 창녕군 장마면 영산장마로 301-4,"증류기, 열교환기 및 가스발생기 제조업",스테인레스관,2021-10-07
359,(주)험프콘,이은희,054-741-7047,,경상남도 창녕군 유어면 외부풍조로 189,"플라스틱 선, 봉, 관 및 호스 제조업","미끄럼방지포장재, 도막형바닥재",2021-10-07
360,농업회사법인(주)웰빙라이프,조규철,055-532-3337,055-536-7116,경상남도 창녕군 유어면 광산길 109 (총 2 필지) 외 1필지,육상 금속 골조 구조재 제조업 외 3 종,"미숫가루,전통한차,즉석비빔밥류",2021-10-07
361,태백목재,유효진,055-536-0760,055-532-8353,경상남도 창녕군 영산면 죽사리 762 번지 외 1필지,산업용 로봇 제조업 외 1 종,"각재,판재",2021-10-07
362,씨알(주),김인한,055-536-9911,055-536-7481,경상남도 창녕군 영산면 죽사리 1456-8번지 외 1필지 외 1필지,기체 여과기 제조업 외 1 종,플라스틱배합원료,2021-10-07
363,부흥식품,장상문,055-536-4662,,경상남도 창녕군 영산면 영산도천로 476-8,그 외 자동차용 신품 부품 제조업 외 3 종,두부,2021-10-07
364,(주)영진목재,박태숙,055-536-0790,,경상남도 창녕군 영산면 열무고개길 36-6,그 외 기타 종이 및 판지 제품 제조업,건축용자재,2021-10-07
365,주식회사 디알아이,김성준,,,경상남도 창녕군 영산면 신제리 1378-1번지 외 1필지,어망 및 기타 끈 가공품 제조업,"고무방현재, 고무패드 외",2021-10-07
366,현대기전,"옥갑조,김종권",055-532-0317,055-536-7352,경상남도 창녕군 성산면 창한로 402,일반 제재업,"마늘껍질자동탈피기,깐마늘",2021-10-07
367,대경팩,김수태,055-532-0911,055-533-2710,경상남도 창녕군 성산면 대터공단길 84 외 1필지,금속 가구 제조업 외 2 종,골판지 상자,2021-10-07
368,주영산업,이진호,055-532-5551,055-536-0602,경상남도 창녕군 성산면 대터공단길 79,일반 제재업,"부직포(보온재, 차단재)",2021-10-07
369,형제수지,박형준,055-532-3778,055-323-0893,경상남도 창녕군 성산면 대터공단길 71 (총 2 필지) 외 1필지,기타 구조용 금속제품 제조업,재생칩,2021-10-07
370,(주)제이우드,조장현,055-536-0601,054-741-7048,경상남도 창녕군 부곡면 온정청암로 151,합성수지 및 기타 플라스틱 물질 제조업,"각재,목재(히노끼)",2021-10-07
371,영남콘크리트,김기종,055-521-0212,,경상남도 창녕군 부곡면 수다리 14번지 외 2필지,기타 과실ㆍ채소 가공 및 저장 처리업,"벽돌, 블록",2021-10-07
372,농업회사법인 호신농산(주),김종열,055-521-8051,055-536-8051,경상남도 창녕군 도천면 영산월령로 61,천연 및 혼합조제 조미료 제조업,"고추가루,다진마늘,다진생강",2021-10-07
373,(주)미래중공업,강신경,055-536-7480,055-532-0569,경상남도 창녕군 도천면 바깥어만길 84-9 외 3필지,기타 곡물 가공품 제조업 외 1 종,산업용 집진기,2021-10-07
374,(주)동우,노유승,055-536-7114,055-521-5546,경상남도 창녕군 도천면 바깥어만길 23 외 1필지,그 외 기타 분류 안된 화학제품 제조업 외 1 종,철구조물 및 산업플랜트,2021-10-07
375,농업회사법인 은하식품(주),서명훈,055-521-0098,055-532-4911,경상남도 창녕군 도천면 바깥어만길 138 외 3필지,골판지 제조업 외 1 종,음료류,2021-10-07
376,웰로텍,정종근,,055-532-1182,경상남도 창녕군 대합면 합리 1413-1번지,일반철물 제조업,"산업용 로봇, 자동화기계",2021-10-07
377,종합기계제작소,이윤철,054-954-1404,055-536-1471,경상남도 창녕군 대합면 평지리 18-5번지 외 3필지,두부 및 유사식품 제조업,"퇴비살포기,그레이더,농업용기계",2021-10-07
378,중앙하드너,하선희,055-532-1876,,경상남도 창녕군 대합면 수장퇴산로 112-18,일반 제재업,"칼라하드너,침투식하드너,그라우트재,수평재",2021-10-07
379,휴네이처(Hunature),권기진,055-533-5888,055-532-7960,경상남도 창녕군 대합면 수장퇴산로 112-16,화학섬유직물 직조업,"화장품,매트,바이오관련제품,연료,안료,천연액비 ",2021-10-07
380,주식회사 대현,이기영,,055-536-9913,경상남도 창녕군 대합면 소야모전길 27,혼성 및 재생 플라스틱 소재 물질 제조업,"벌집망, 안전망",2021-10-07
381,(주)세종페이퍼텍,이형석,055-532-8827,055-521-0210,경상남도 창녕군 대합면 모전리 919번지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",테이프용 지관,2021-10-07
382,(주)대명산업,김신영,,055-533-3102,경상남도 창녕군 대합면 모전리 173-1번지 외 6필지,자동차 차체용 신품 부품 제조업,PE이중벽관,2021-10-07
383,우리스틸주식회사,김병준,055-533-3101,055-536-1201,경상남도 창녕군 대합면 대합산업단지로 38-45,비금속류 해체 및 선별업 외 1 종,자동차 부품,2021-10-07
384,(주)디알오토텍,김봉필,055-532-8353,053-802-7041,경상남도 창녕군 대합면 대합산업단지로 38-36,산업용 로봇 제조업 외 1 종,"산업용 로봇 제조, 그외 기타 특수 목적용 기계 제조업",2021-10-07
385,대양기업공업사,김태규,055-532-1149,,경상남도 창녕군 대합면 대합공단길 35-11,농업 및 임업용 기계 제조업 외 1 종,금속제옷걸이,2021-10-07
386,퍼시픽산업,이무균,055-532-7210,053-616-7502,경상남도 창녕군 대합면 대합공단길 26,어망 및 기타 끈 가공품 제조업,PE쉬트롤,2021-10-07
387,신광섬유산업,송동윤,055-532-7959,,경상남도 창녕군 대합면 경남대로 5279-29,산업용 그 외 비경화 고무제품 제조업 외 2 종,"나일론, 폴리에스텔, 스판",2021-10-07
388,창녕벽돌공장,김영숙,055-532-8990,,경상남도 창녕군 대지면 우포유어농로 634,부직포 및 펠트 제조업,블록,2021-10-07
389,(주)세현,이재형,,055-533-1878,경상남도 창녕군 대지면 왕산리 355번지 외 2필지,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,"벌집망, 안전망",2021-10-07
390,(유)신한코리아,박갑순,055-526-2861,,경상남도 창녕군 남지읍 남지공단길 23 (총 4 필지) 외 3필지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",판넬,2021-10-07
391,(주)이오스코리아,이호기,055-585-2713,055-536-0761,경상남도 창녕군 고암면 원촌어은길 154,일반 제재업,"화장실칸막이,조립식패널,조절식 책상, 의자",2021-10-07
392,수풀림목재,최영훈,,055-584-7217,경상남도 창녕군 고암면 억만리 1097-5번지 외 9필지,플라스틱 필름 제조업 외 1 종,"일반제재목(각재,판재)",2021-10-07
393,대건(주),정재승,055-521-5544,055-532-0317,경상남도 창녕군 계성면 준공업단지길 37,그 외 기타 식료품 제조업 외 1 종,자동차용부동액,2021-10-07
394,(주)코스모테크,조영현,055-323-0892,,경상남도 창녕군 계성면 영산계성로 400,"카펫, 마루덮개 및 유사제품 제조업","수위관측시설물, 수위표, 지관부자 등",2021-10-07
395,(주)삼부,박추성,,055-532-3772,경상남도 창녕군 계성면 광계마을길 194 (총 2 필지) 외 1필지,혼성 및 재생 플라스틱 소재 물질 제조업,조향장치,2021-10-07
396,(주)대림산업,이성갑,,055-533-5888,경상남도 창녕군 계성면 광계리 1120번지 외 2필지,그 외 기타 식료품 제조업 외 2 종,가스탱크 등,2021-10-07
397,(주)디자인남영,손승웅,055-532-2900,053-614-7444,경상남도 창녕군 창녕읍 환곡어도로 82,복합비료 및 기타 화학비료 제조업,"식생메트, 일반용 조명장치",2021-10-07
398,(주)천마석재산업,이미숙,055-533-0347,051-955-3693,경상남도 창녕군 창녕읍 비들재길 25-42,"금속 문, 창, 셔터 및 관련제품 제조업",석재가공품,2021-10-07
399,한맥용사촌,임동팔,055-521-9901,055-533-8812,경상남도 창녕군 장마면 창녕장마로 257-39,"목재 포장용 상자, 드럼 및 유사용기 제조업",제재목,2021-10-07
400,(주)자미에프앤비,윤동환,055-532-5222,055-532-4457,경상남도 창녕군 이방면 이방로 445-27,그 외 자동차용 신품 부품 제조업,"식초, 고추장, 발효원액",2021-10-07
401,(주)우포라이스텍,최동헌,055-532-7068,055-532-2906,경상남도 창녕군 유어면 우포1대로 588,코르크 및 조물제품 제조업 외 1 종,현미 가공 식품,2021-10-07
402,주식회사 엘에스지,이석규,055-294-8935,,경상남도 창녕군 유어면 외부풍조로 189,농업 및 임업용 기계 제조업,고무칩,2021-10-07
403,영농조합법인 창녕 도리원,권수열,055-521-6622,055-532-1206,경상남도 창녕군 영산면 온천로 103-25 (총 2 필지) 외 1필지,기타 곡물 가공품 제조업,짱아찌류,2021-10-07
404,윤진에프엔에스,김나연,055-536-5005,,경상남도 창녕군 영산면 영산월령로 414-12,"식초, 발효 및 화학 조미료 제조업 외 2 종",김말이,2021-10-07
405,기훈테크,박정훈,055-521-2235,055-532-9553,경상남도 창녕군 영산면 영산도천로 486,육상 금속 골조 구조재 제조업 외 1 종,반도체 검사장비 및 시설장비,2021-10-07
406,대영목재,구자준,055-536-7782,055-521-9994,경상남도 창녕군 영산면 열무고개길 36-11,동물용 의약품 제조업 외 2 종,일반목재,2021-10-07
407,(주)홍익,옥룡,055-806-7777,055-532-4656,경상남도 창녕군 영산면 신제리 1404번지 외 3필지,복합비료 및 기타 화학비료 제조업 외 1 종,인명구조용무인조정보트,2021-10-07
408,청하식품,김성률,055-573-3234,055-533-0348,경상남도 창녕군 영산면 서리상촌길 246,기타 석제품 제조업,"고추가루, 다진마늘",2021-10-07
409,(주)창진유기,최제일,055-532-1556,,경상남도 창녕군 성산면 정녕리 409번지 외 1필지 외 1필지,오락 및 스포츠용 보트 건조업,비료,2021-10-07
410,천마농산,배영화,055-532-5406,,경상남도 창녕군 성산면 대터공단길 75,육상 금속 골조 구조재 제조업 외 1 종,고추가루,2021-10-07
411,정인섬유,석점수,055-532-1657,,경상남도 창녕군 성산면 대터공단길 55,특수 직물 및 기타 직물 직조업,M.C.C원단,2021-10-07
412,경남산업,김종복 외 1명,,055-521-2236,경상남도 창녕군 성산면 구례동길 67-13 외 4필지,그 외 기타 금속가공업,산업용 벨트슬링,2021-10-07
413,(주)삼진기계,이권재,055-532-9388,,경상남도 창녕군 대합면 용산유산로 6 (총 2 필지) 외 1필지,"면류, 마카로니 및 유사식품 제조업 외 1 종",양파줄기제거기,2021-10-07
414,DS산업,"김인석,김나은",,055-806-7022,경상남도 창녕군 대합면 와룡동길 38-23 외 3필지,그 외 기타 특수목적용 기계 제조업 외 1 종,철구조물,2021-10-07
415,농업회사법인 우포바이오푸드,김준형,,,경상남도 창녕군 대합면 수장퇴산로 33-19,끈 및 로프 제조업,"우리밀국수,양파국수",2021-10-07
416,(주)정수이엔지,박성찬,055-532-8572,055-536-7783,경상남도 창녕군 대합면 수장퇴산로 112-42 (총 4 필지) 외 3필지,일반 제재업,철구조물,2021-10-07
417,대경세륜기,고명관,055-806-7020,055-533-2366,경상남도 창녕군 대합면 소야모전길 41,기타 과실ㆍ채소 가공 및 저장 처리업,자동세륜기,2021-10-07
418,대성연사,신동현,,053-584-8755,경상남도 창녕군 대합면 소야모전길 142,비금속류 해체 및 선별업 외 1 종,"끈, 로프",2021-10-07
419,청명,표진환,055-533-2366,,경상남도 창녕군 대합면 둔지길 30-27,특수 직물 및 기타 직물 직조업,완충포장재,2021-10-07
420,신창섬유,이춘자,,055-521-6621,경상남도 창녕군 대합면 둔지길 29-12 외 6필지,김치류 제조업 외 1 종,섬유,2021-10-07
421,진성테크,진승환,,055-536-6006,경상남도 창녕군 대합면 대합산업단지로 38-16,도시락류 제조업 외 1 종,경보기능을 지닌 러버콘,2021-10-07
422,(주)가라시마,현상운,053-614-7400,055-532-3902,경상남도 창녕군 대합면 대동월포로 343,화학섬유직물 직조업,액체비료,2021-10-07
423,(주)대진실업,김태현,055-533-8812,055-294-9180,경상남도 창녕군 대지면 학성세거리길 252,그 외 기타 고무제품 제조업,"운반용목제상자, 톱밥",2021-10-07
424,(주)두남에스에이,정병길,055-532-4460,055-533-1792,경상남도 창녕군 대지면 대지농공단지길 24-35,교통 신호장치 제조업 외 1 종,휠커버,2021-10-07
425,동광환경(주),장동식,053-554-2281,,경상남도 창녕군 대지면 관동길 16,천연 및 혼합조제 조미료 제조업,합성수지,2021-10-07
426,(주)경연,김원경,051-365-3693,055-532-8656,경상남도 창녕군 남지읍 남지공단길 9,폴리스티렌 발포 성형제품 제조업 외 1 종,알루미늄 창호,2021-10-07
427,도영농산,도재무,055-533-2366,055-806-7234,경상남도 창녕군 고암면 갈전길 194,천연 및 혼합조제 조미료 제조업,탈피양파,2021-10-07
428,(주)지피아이,박갑환,055-521-9991,055-521-9903,경상남도 창녕군 계성면 준공업단지길 32-2 외 1필지,일반 제재업,"소독제,보조사료",2021-10-07
429,미래산업,이현용,055-533-0028,055-533-1715,경상남도 창녕군 창녕읍 환곡어도로 26,그 외 기타 분류 안된 비금속 광물제품 제조업,학생용 책상 및 의자,2021-10-07
430,(주)대진,하춘기,055-533-0074,055-326-2115,경상남도 창녕군 창녕읍 신촌리 669-4번지 외 2필지,기타 구조용 금속제품 제조업 외 1 종,칼라규사,2021-10-07
431,혜원식품,이재환,,,경상남도 창녕군 장마면 장마고곡로 169,침구 및 관련제품 제조업 외 6 종,혼합조미료,2021-10-07
432,서울뉴세라믹스,양승학,055-536-2872,,경상남도 창녕군 장마면 신늪길 99 (총 3 필지) 외 2필지,기타 구조용 금속제품 제조업,부정형내화물,2021-10-07
433,두메산식품,고경숙,055-521-2727,055-526-1785,경상남도 창녕군 영산면 온천로 103-26,복합비료 및 기타 화학비료 제조업 외 1 종,양파즙,2021-10-07
434,한솔지주목,김태길,,055-533-2665,경상남도 창녕군 영산면 열무고개길 36-11,기타 과실ㆍ채소 가공 및 저장 처리업,지주목,2021-10-07
435,태화산업,차현수,0507-1324-1581,,경상남도 창녕군 영산면 신제로 97-48,건강보조용 액화식품 제조업,"철구조물(휀스, 도로시설물 등)",2021-10-07
436,부곡목재가공산업,김영득,055-536-9707,,경상남도 창녕군 도천면 온천로 258,금속 가구 제조업,목재상자,2021-10-07
437,(주)성신,김남심,055-335-7000,055-536-8820,경상남도 창녕군 도천면 경남대로 3103,"목재 포장용 상자, 드럼 및 유사용기 제조업",컨테이너,2021-10-07
438,한영그리드,권대용,055-533-2887,055-536-2873,경상남도 창녕군 대합면 수장퇴산로 40,정형 내화 요업제품 제조업 외 1 종,그리드,2021-10-07
439,세기산업,김세기,,055-806-7556,경상남도 창녕군 대합면 소야모전길 98-91 외 6필지,선박 구성 부분품 제조업,"선박용 배관파이프, 소규모철구조",2021-10-07
440,코리아정밀산업사,김재원,055-532-5890,,경상남도 창녕군 대합면 모지길 23,기타 석제품 제조업,정첩,2021-10-07
441,농업회사법인 형제농산(주),노기성,055-533-2666,055-221-2005,경상남도 창녕군 대지면 우포1대로 1345,침구 및 관련제품 제조업 외 2 종,야채슬러시,2021-10-07
442,금호프렌지,김재윤,,,경상남도 창녕군 대지면 대지농공단지길 20,기타 일반 기계 및 장비 수리업,"프렌지,자동차부품",2021-10-07
443,주식회사 하늘샘푸드,이재준,055-521-7750,055-327-8102,경상남도 창녕군 남지읍 성사관동길 109,"금속 문, 창, 셔터 및 관련제품 제조업","국산참기름, 들기름, 들깨가루, 양파, 오미자고추장, 오미자잼",2021-10-07
444,제이SK기계,김명희,,055-521-7760,경상남도 창녕군 남지읍 박진로 1695,식물성 유지 제조업 외 3 종,수리농기계,2021-10-07
445,남지농협 공동퇴비장,남지농협장,055-526-1785,055-532-8834,경상남도 창녕군 남지읍 남지대곡길 10 (총 2 필지) 외 1필지,일반철물 제조업,부산물비료,2021-10-07
446,주식회사 건원,제창현,,0504-375-1581,경상남도 창녕군 남지읍 남지공단길 9,육상 금속 골조 구조재 제조업,"금속 문,창,셔터 및 관련제품 제조업",2021-10-07
447,가림건설 조은창,오세록,055-292-1171,,경상남도 창녕군 남지읍 낙동로 307,일반 제재업 외 1 종,"커튼, 무대막, 롤스크린, 금속문, 창, 셔터 및 차양 관련제품",2021-10-07
448,이안건설,이채현,055-243-0829,055-533-2888,경상남도 창녕군 남지읍 낙동로 307,플라스틱 접착처리 제품 제조업 외 3 종,"커튼, 무대막, 롤스크린",2021-10-07
449,화성식품,송점순,055-521-1224,,경상남도 창녕군 계성면 명리월평길 6,천연 및 혼합조제 조미료 제조업,냉면,2021-10-07
450,우석조각연구원,양정모,,055-521-1224,경상남도 창녕군 계성면 명리 284 번지 외 1필지,"면류, 마카로니 및 유사식품 제조업 외 1 종","불상,상석",2021-10-07
451,화왕산식품,권용태,055-521-6688,055-521-2345,경상남도 창녕군 계성면 계성화왕산로 248 (총 3 필지) 외 2필지,기타 곡물 가공품 제조업 외 1 종,"메주,된장,청국장",2021-10-07
452,교동농산,성호규,055-533-6963,,경상남도 창녕군 창녕읍 향교길 134 (총 7 필지) 외 6필지,그 외 기타 분류 안된 화학제품 제조업 외 1 종,곡물도정,2021-10-07
453,(주)동호산업,"이재진,김상원",,050-4479-9392,경상남도 창녕군 창녕읍 직교리 374-17번지,방전램프용 안정기 제조업 외 1 종,"방착제,이형제",2021-10-07
454,상보스틸주식회사,오광호,055-536-3350,055-536-0787,경상남도 창녕군 장마면 영산장마로 36,그 외 기타 금속가공업 외 2 종,용접철망,2021-10-07
455,대광기계,문규주,055-532-3991,055-532-9925,경상남도 창녕군 이방면 뒷골길 14 (총 3 필지) 외 2필지,그 외 기타 종이 및 판지 제품 제조업,"사출기부품(가동반, 고정반, 클래필하우징)",2021-10-07
456,케이엠피,주재식,055-532-3843,,경상남도 창녕군 유어면 우포1대로 285 외 2필지,"금속 문, 창, 셔터 및 관련제품 제조업",금속분말,2021-10-07
457,(주)룩서스,조정열,055-521-0369,055-533-3737,경상남도 창녕군 영산면 영산도천로 476-19,곡물 도정업,"가정용 전기기기 제조(조명), 인버터, 광고물",2021-10-07
458,두메산식품,안정순,055-521-2727,055-532-3991,경상남도 창녕군 영산면 신영산로 53,자동차용 금속 압형제품 제조업 외 1 종,양파즙,2021-10-07
459,가온공조 주식회사,허미영,055-233-0433,055-532-0683,경상남도 창녕군 부곡면 학포장터길 101,"기타 섬유, 의복 및 가죽 가공 기계 제조업","환기덕트,주방후드",2021-10-07
460,동일특수고무(주),김영환,,,경상남도 창녕군 도천면 치이골길 41-32,고무패킹류 제조업 외 2 종,"고무방충재, 고무패드",2021-10-07
461,제이제이 인터네셔널,박정결,070-8866-4021,055-536-0599,경상남도 창녕군 도천면 도천중앙로 241,차류 가공업,소스류,2021-10-07
462,세명스틸,황규완,,055-526-0340,경상남도 창녕군 도천면 경남대로 3133,육상 금속 골조 구조재 제조업 외 1 종,가공철근,2021-10-07
463,우영,이강식,055-532-5320,055-536-3351,경상남도 창녕군 대합면 대합공단길 36-7,금속선 가공제품 제조업,구조물 부품 제조(철판 등),2021-10-07
